transaction_id,user_id,sender_upi,receiver_upi,amount,timestamp,device_id,location,is_new_device,transaction_velocity,avg_transaction_amount,amount_deviation,hour_of_day,is_night,failed_attempts_last_24h,account_age_days,merchant_risk_score,graph_risk_score,behavior_score,label,transaction_type,fraud_pattern,scenario_profile
TXN_20260307_0001244,user_00047,user_00047@okbank,merchant_00790@upi,952.08,2026-03-07T07:55:00,DEV_00047_A,Delhi,0,2,1550.64,-1.1293,7,0,0,3469,0.098,0.3319,0.0462,0,bill_payment,normal,standard
TXN_20260307_0003647,user_00056,user_00056@okbank,merchant_01706@upi,2833.07,2026-03-07T08:00:00,DEV_00056_A,Chennai,0,3,1482.58,1.8244,8,0,0,1208,0.1728,0.2169,0.2163,0,transfer,normal,standard
TXN_20260307_0004837,user_00082,user_00082@okbank,merchant_01121@upi,4267.48,2026-03-07T08:08:00,DEV_00082_A,Pune,0,1,3347.71,0.9331,8,0,0,1580,0.1431,0.1585,0.137,0,bill_payment,normal,standard
TXN_20260307_0002062,user_00588,user_00588@okbank,merchant_00236@upi,1908.58,2026-03-07T08:16:00,DEV_00588_A,Ahmedabad,0,1,2186.43,-0.4461,8,0,1,3268,0.2793,0.2313,0.0856,0,recharge,normal,standard
TXN_20260307_0000019,user_01158,user_01158@okbank,merchant_01328@upi,3444.82,2026-03-07T08:26:00,DEV_01158_A,Ahmedabad,0,3,2391.53,0.8478,8,0,4,2128,0.2446,0.4597,0.1257,0,bill_payment,normal,standard
TXN_20260307_0002877,user_00820,user_00820@okbank,merchant_00318@upi,556.25,2026-03-07T08:28:00,DEV_00820_A,Ahmedabad,0,5,765.67,-0.6417,8,0,1,3102,0.2203,0.378,0.0995,0,bill_payment,normal,standard
TXN_20260307_0003338,user_01149,user_01149@okbank,merchant_00765@upi,751.67,2026-03-07T09:37:00,DEV_01149_A,Bengaluru,0,3,848.11,-0.3894,9,0,1,3617,0.103,0.2051,0.1075,0,bill_payment,normal,standard
TXN_20260307_0000237,user_01017,user_01017@okbank,merchant_00433@upi,2118.2,2026-03-07T09:45:00,DEV_01017_A,Bengaluru,0,3,1592.09,1.1782,9,0,2,239,0.3317,0.2718,0.1175,0,transfer,normal,standard
TXN_20260307_0000872,user_00185,user_00185@okbank,merchant_00755@upi,841.12,2026-03-07T09:46:00,DEV_00185_A,Chennai,0,2,980.24,-0.3525,9,0,1,1556,0.1815,0.3077,0.0,0,purchase,normal,standard
TXN_20260307_0001249,user_00410,user_00410@okbank,merchant_00833@upi,398.52,2026-03-07T09:48:00,DEV_00410_A,Ahmedabad,0,9,586.82,-0.9215,9,0,1,128,0.0179,0.4131,0.0935,0,purchase,normal,standard
TXN_20260307_0000129,user_01335,user_01335@okbank,merchant_01324@upi,2191.37,2026-03-07T09:50:00,DEV_01335_A,Delhi,0,6,2171.86,0.0373,9,0,2,1270,0.0536,0.45,0.0628,0,purchase,normal,standard
TXN_20260307_0005279,user_01287,user_01287@okbank,merchant_00128@upi,2646.71,2026-03-07T10:32:00,DEV_01287_A,Bengaluru,0,9,2436.62,0.2821,10,0,0,1133,0.5437,0.384,0.101,0,transfer,normal,normal_edge_normal_velocity_burst_known_context
TXN_20260307_0004932,user_01272,user_01272@okbank,merchant_01240@upi,914.58,2026-03-07T10:34:00,DEV_01272_B,Chennai,1,3,854.04,0.2342,10,0,0,1453,0.2179,0.0596,0.2272,0,transfer,normal,standard
TXN_20260307_0003983,user_00938,user_00938@okbank,merchant_00558@upi,527.02,2026-03-07T10:37:00,DEV_00938_A,Mumbai,0,1,1209.59,-1.1043,10,0,0,172,0.508,0.496,0.0718,0,transfer,normal,standard
TXN_20260307_0005265,user_00458,user_00458@okbank,merchant_00533@upi,741.12,2026-03-07T10:39:00,DEV_00458_A,Delhi,0,2,584.45,0.8562,10,0,0,3569,0.2356,0.2126,0.0585,0,purchase,normal,standard
TXN_20260307_0003911,user_01122,user_01122@okbank,merchant_00569@upi,1422.47,2026-03-07T10:44:00,DEV_01122_A,Ahmedabad,0,2,1573.64,-0.3419,10,0,1,164,0.1848,0.2515,0.0,0,transfer,normal,standard
TXN_20260307_0001714,user_00401,user_00401@okbank,merchant_00008@upi,341.71,2026-03-07T10:59:00,DEV_00401_A,Kolkata,0,3,298.0,0.3835,10,0,2,554,0.221,0.1183,0.09,0,bill_payment,normal,standard
TXN_20260307_0003403,user_00623,user_00623@okbank,merchant_01224@upi,2548.42,2026-03-07T11:06:00,DEV_00623_A,Mumbai,0,1,2846.39,-0.2786,11,0,0,3344,0.2955,0.2166,0.0,0,transfer,normal,standard
TXN_20260307_0005308,user_00107,user_00107@okbank,merchant_00299@upi,1294.58,2026-03-07T11:20:00,DEV_00107_A,Pune,0,2,1405.03,-0.1954,11,0,0,2573,0.249,0.0565,0.038,0,transfer,normal,standard
TXN_20260307_0002667,user_00583,user_00583@okbank,merchant_00915@upi,1913.87,2026-03-07T11:36:00,DEV_00583_A,Bengaluru,0,2,2272.65,-0.2893,11,0,0,948,0.1494,0.4403,0.0767,0,bill_payment,normal,standard
TXN_20260307_0005290,user_01220,user_01220@okbank,merchant_00424@upi,667.76,2026-03-07T11:49:00,DEV_01220_A,Mumbai,0,2,611.97,0.1974,11,0,1,3433,0.1397,0.1215,0.0,0,transfer,normal,standard
TXN_20260307_0004881,user_00979,user_00979@okbank,merchant_00987@upi,1482.91,2026-03-07T11:58:00,DEV_00979_A,Chennai,0,1,1436.86,0.0676,11,0,0,1252,0.278,0.18,0.0,0,purchase,normal,standard
TXN_20260307_0000215,user_01374,user_01374@okbank,merchant_00173@upi,770.26,2026-03-07T12:33:00,DEV_01374_B,Pune,1,1,789.28,-0.1054,12,0,0,2575,0.4091,0.4264,0.1665,0,transfer,normal,standard
TXN_20260307_0002838,user_00749,user_00749@okbank,merchant_00461@upi,2375.59,2026-03-07T12:40:00,DEV_00749_B,Delhi,1,4,1614.6,0.8996,12,0,1,240,0.0598,0.4978,0.3019,0,recharge,normal,standard
TXN_20260307_0003323,user_00599,user_00599@okbank,merchant_00980@upi,636.37,2026-03-07T12:59:00,DEV_00599_A,Bengaluru,0,2,1328.27,-1.9992,12,0,0,171,0.2195,0.0,0.2496,0,bill_payment,normal,normal_edge_normal_night_low_amount
TXN_20260307_0005756,user_01238,user_01238@okbank,mule.collector.36@upi,5150.83,2026-03-07T13:58:00,DEV_GRAPH_005756,Hyderabad,1,9,1741.65,6.8501,13,0,0,232,0.5758,0.8113,0.8242,1,transfer,suspicious_graph_connections,fraud_severe
TXN_20260307_0004170,user_01012,user_01012@okbank,merchant_00613@upi,719.33,2026-03-07T14:14:00,DEV_01012_A,Bengaluru,0,1,678.68,0.1863,14,0,1,363,0.1508,0.145,0.0124,0,transfer,normal,standard
TXN_20260307_0005525,user_00226,user_00226@okbank,merchant_00854@upi,3232.05,2026-03-07T14:16:00,DEV_00226_A,Ahmedabad,0,2,2030.71,1.5887,14,0,1,2723,0.139,0.0756,0.215,0,recharge,normal,standard
TXN_20260307_0000097,user_00964,user_00964@okbank,merchant_00114@upi,940.41,2026-03-07T14:23:00,DEV_00964_A,Pune,0,4,967.61,-0.0874,14,0,0,3211,0.1327,0.0086,0.0,0,purchase,normal,standard
TXN_20260307_0004319,user_00288,user_00288@okbank,merchant_00611@upi,992.41,2026-03-07T14:55:00,DEV_00288_A,Pune,0,1,1332.41,-0.9077,14,0,0,449,0.5474,0.2642,0.0042,0,purchase,normal,standard
TXN_20260307_0003922,user_01002,user_01002@okbank,merchant_00399@upi,2325.43,2026-03-07T15:48:00,DEV_01002_A,Delhi,0,3,1765.76,0.6877,15,0,0,2047,0.3087,0.1166,0.0475,0,transfer,normal,standard
TXN_20260307_0000999,user_01040,user_01040@okbank,merchant_00978@upi,2179.75,2026-03-07T16:12:00,DEV_01040_A,Pune,0,1,2387.39,-0.2174,16,0,0,1688,0.0588,0.0884,0.0329,0,purchase,normal,standard
TXN_20260307_0004676,user_00528,user_00528@okbank,merchant_00081@upi,440.26,2026-03-07T16:13:00,DEV_00528_A,Hyderabad,0,5,811.54,-1.1395,16,0,0,2320,0.3228,0.114,0.1401,0,purchase,normal,standard
TXN_20260307_0002782,user_00381,user_00381@okbank,merchant_00846@upi,1265.87,2026-03-07T16:14:00,DEV_00381_A,Bengaluru,0,4,1041.38,0.6163,16,0,2,2282,0.1541,0.0433,0.0912,0,bill_payment,normal,standard
TXN_20260307_0001828,user_00928,user_00928@okbank,merchant_00958@upi,2550.22,2026-03-07T16:15:00,DEV_00928_A,Delhi,0,1,1735.7,1.4966,16,0,0,1840,0.2476,0.3303,0.1657,0,purchase,normal,standard
TXN_20260307_0005077,user_01169,user_01169@okbank,merchant_01691@upi,1783.74,2026-03-07T16:30:00,DEV_01169_A,Mumbai,0,5,1203.36,1.0315,16,0,0,2491,0.4235,0.4067,0.1274,0,bill_payment,normal,standard
TXN_20260307_0002808,user_00485,user_00485@okbank,merchant_01436@upi,617.84,2026-03-07T17:02:00,DEV_00485_A,Hyderabad,0,1,637.89,-0.0695,17,0,0,230,0.2447,0.185,0.0,0,purchase,normal,standard
TXN_20260307_0003416,user_01292,user_01292@okbank,merchant_01504@upi,1189.21,2026-03-07T17:35:00,DEV_01292_A,Delhi,0,2,1249.45,-0.14,17,0,0,3575,0.3126,0.2521,0.0,0,purchase,normal,standard
TXN_20260307_0001147,user_00157,user_00157@okbank,merchant_01659@upi,4602.33,2026-03-07T17:59:00,DEV_00157_B,Delhi,1,5,2526.54,1.8163,17,0,2,53,0.364,0.3215,0.3782,0,purchase,normal,standard
TXN_20260307_0000909,user_00780,user_00780@okbank,merchant_00542@upi,672.08,2026-03-07T18:27:00,DEV_00780_A,Pune,0,1,1121.53,-1.0671,18,0,1,1776,0.2451,0.3256,0.0501,0,bill_payment,normal,standard
TXN_20260307_0003452,user_00146,user_00146@okbank,merchant_00443@upi,1872.61,2026-03-07T18:46:00,DEV_00146_A,Chennai,0,1,1802.06,0.1059,18,0,3,2341,0.1155,0.2341,0.0,0,purchase,normal,standard
TXN_20260307_0003916,user_00624,user_00624@okbank,merchant_00208@upi,1412.81,2026-03-07T19:11:00,DEV_00624_A,Pune,0,5,975.02,0.8467,19,0,0,3281,0.1193,0.3134,0.0152,0,recharge,normal,standard
TXN_20260307_0005567,user_00752,user_00752@okbank,merchant_00005@upi,1456.21,2026-03-07T19:13:00,DEV_00752_A,Kolkata,0,1,1186.72,0.8846,19,0,0,1871,0.3784,0.4283,0.0789,0,transfer,normal,standard
TXN_20260307_0001051,user_00376,user_00376@okbank,merchant_00462@upi,4073.65,2026-03-07T20:05:00,DEV_00376_A,Pune,0,1,4841.53,-0.4472,20,0,1,2755,0.2754,0.2884,0.0181,0,purchase,normal,standard
TXN_20260307_0002578,user_00451,user_00451@okbank,merchant_00277@upi,1004.42,2026-03-07T20:13:00,DEV_00451_A,Ahmedabad,0,1,1611.65,-1.0242,20,0,2,1920,0.2226,0.2926,0.018,0,transfer,normal,standard
TXN_20260307_0005177,user_00622,user_00622@okbank,merchant_00839@upi,357.26,2026-03-07T20:44:00,DEV_00622_A,Hyderabad,0,1,356.83,0.0024,20,0,1,3166,0.1587,0.3142,0.0709,0,purchase,normal,standard
TXN_20260307_0004283,user_00809,user_00809@okbank,merchant_00957@upi,1458.61,2026-03-07T20:45:00,DEV_00809_A,Ahmedabad,0,5,1855.19,-0.4259,20,0,0,1160,0.2644,0.4234,0.0385,0,transfer,normal,standard
TXN_20260307_0005315,user_01325,user_01325@okbank,merchant_01189@upi,1292.01,2026-03-07T21:49:00,DEV_01325_A,Delhi,0,4,1464.29,-0.3765,21,0,1,960,0.2596,0.1798,0.0809,0,purchase,normal,standard
TXN_20260307_0001010,user_00409,user_00409@okbank,urgent.kyc.verify.10@upi,10337.22,2026-03-07T21:56:00,DEV_ATTACK_001010,Ahmedabad,1,21,1087.16,17.954,21,0,7,2650,0.7981,0.7089,0.8478,1,transfer,high_amount_new_device,fraud_severe
TXN_20260307_0003630,user_00031,user_00031@okbank,merchant_01101@upi,5146.18,2026-03-07T22:00:00,DEV_00031_A,Pune,0,16,2168.2,3.2652,22,0,8,3103,0.5852,0.618,0.6432,1,transfer,high_failed_attempts,fraud_moderate
TXN_20260307_0003487,user_00902,user_00902@okbank,merchant_00478@upi,4389.83,2026-03-07T23:14:00,DEV_VEL_003487,Bengaluru,1,56,1060.83,10.3716,23,0,10,3119,0.8808,0.6052,1.0,1,transfer,high_velocity_no_new_device,fraud_severe
TXN_20260308_0004732,user_01108,user_01108@okbank,refund.support.helpdesk.232@upi,4526.83,2026-03-08T02:58:00,DEV_NIGHT_004732,Mumbai,1,13,1597.31,3.7792,2,1,1,2334,0.7657,0.6617,0.8134,1,transfer,unusual_time_medium_deviation,fraud_moderate
TXN_20260308_0005644,user_00591,user_00591@okbank,merchant_00773@upi,2479.85,2026-03-08T03:00:00,DEV_00591_A,Hyderabad,0,1,2179.67,0.325,3,1,2,3226,0.0693,0.1999,0.0573,0,transfer,normal,standard
TXN_20260308_0000934,user_00026,user_00026@okbank,merchant_01538@upi,8932.66,2026-03-08T04:33:00,DEV_00026_A,Kolkata,0,6,1061.42,31.509,4,1,6,115,0.6433,0.5203,0.4732,1,transfer,large_amount_deviation,fraud_severe
TXN_20260308_0000630,user_00994,user_00994@okbank,merchant_00710@upi,1107.76,2026-03-08T07:14:00,DEV_00994_A,Chennai,0,2,1924.26,-1.1599,7,0,0,738,0.2274,0.344,0.0447,0,transfer,normal,standard
TXN_20260308_0004581,user_00111,user_00111@okbank,merchant_01560@upi,1565.4,2026-03-08T07:24:00,DEV_00111_A,Chennai,0,5,2397.69,-0.6873,7,0,2,2944,0.043,0.2771,0.0509,0,bill_payment,normal,standard
TXN_20260308_0002400,user_00935,user_00935@okbank,merchant_01386@upi,1205.36,2026-03-08T07:27:00,DEV_00935_A,Mumbai,0,1,1159.39,0.0839,7,0,0,137,0.2703,0.2526,0.0409,0,recharge,normal,standard
TXN_20260308_0001540,user_00030,user_00030@okbank,merchant_00509@upi,1506.28,2026-03-08T07:50:00,DEV_00030_A,Bengaluru,0,2,1236.84,0.4845,7,0,0,1644,0.3138,0.3022,0.0258,0,purchase,normal,standard
TXN_20260308_0004866,user_00790,user_00790@okbank,merchant_01519@upi,1440.59,2026-03-08T08:37:00,DEV_00790_A,Pune,0,2,1290.57,0.3017,8,0,1,737,0.0948,0.4624,0.1024,0,bill_payment,normal,standard
TXN_20260308_0003693,user_01215,user_01215@okbank,merchant_00466@upi,1794.87,2026-03-08T08:44:00,DEV_01215_A,Bengaluru,0,1,1511.83,0.3372,8,0,0,212,0.202,0.0385,0.0,0,bill_payment,normal,standard
TXN_20260308_0003207,user_00007,user_00007@okbank,merchant_00182@upi,650.79,2026-03-08T08:46:00,DEV_00007_A,Bengaluru,0,2,819.27,-0.5359,8,0,0,2702,0.166,0.3181,0.1012,0,purchase,normal,standard
TXN_20260308_0002052,user_01044,user_01044@okbank,merchant_01005@upi,5721.11,2026-03-08T08:52:00,DEV_FAIL_002052,Kolkata,1,24,1382.34,6.5825,8,0,4,1246,0.8303,0.8173,1.0,1,transfer,high_failed_attempts,fraud_severe
TXN_20260308_0002457,user_00010,user_00010@okbank,merchant_00712@upi,713.3,2026-03-08T09:29:00,DEV_00010_A,Pune,0,2,805.85,-0.435,9,0,0,1834,0.2822,0.0845,0.0,0,bill_payment,normal,standard
TXN_20260308_0004843,user_00629,user_00629@okbank,merchant_01476@upi,2628.5,2026-03-08T09:40:00,DEV_00629_A,Delhi,0,2,2622.4,0.0072,9,0,0,955,0.0806,0.2826,0.0,0,transfer,normal,standard
TXN_20260308_0005869,user_00262,user_00262@okbank,merchant_00402@upi,1599.76,2026-03-08T09:53:00,DEV_00262_A,Kolkata,0,2,1407.42,0.419,9,0,2,2795,0.1446,0.4711,0.1182,0,transfer,normal,standard
TXN_20260308_0004082,user_01118,user_01118@okbank,merchant_00899@upi,947.21,2026-03-08T10:08:00,DEV_01118_B,Delhi,1,4,593.4,1.3183,10,0,0,220,0.3916,0.3293,0.3946,0,purchase,normal,standard
TXN_20260308_0001876,user_01140,user_01140@okbank,merchant_00573@upi,911.32,2026-03-08T10:17:00,DEV_01140_A,Ahmedabad,0,7,1643.08,-1.3541,10,0,0,1111,0.1351,0.3058,0.2033,0,transfer,normal,standard
TXN_20260308_0001213,user_01270,user_01270@okbank,merchant_00099@upi,1329.43,2026-03-08T10:20:00,DEV_01270_A,Kolkata,0,3,1287.55,0.0981,10,0,1,821,0.2017,0.233,0.0,0,purchase,normal,standard
TXN_20260308_0001410,user_01146,user_01146@okbank,merchant_00267@upi,676.92,2026-03-08T10:21:00,DEV_TRAVEL_001410,Mumbai,1,2,587.09,0.4213,10,0,0,970,0.1349,0.1202,0.4721,0,recharge,normal,normal_edge_normal_new_device_low_value
TXN_20260308_0000596,user_01005,user_01005@okbank,merchant_00934@upi,732.46,2026-03-08T10:47:00,DEV_01005_A,Bengaluru,0,2,583.57,0.907,10,0,0,2542,0.1203,0.0779,0.1257,0,purchase,normal,standard
TXN_20260308_0002132,user_00261,user_00261@okbank,merchant_00808@upi,161.33,2026-03-08T10:52:00,DEV_00261_A,Delhi,0,3,1755.63,-1.7374,10,0,1,73,0.0566,0.2064,0.1139,0,purchase,normal,standard
TXN_20260308_0000838,user_00954,user_00954@okbank,merchant_00068@upi,1399.63,2026-03-08T11:02:00,DEV_00954_A,Hyderabad,0,1,1246.58,0.4935,11,0,0,1384,0.1635,0.2803,0.0454,0,transfer,normal,standard
TXN_20260308_0002793,user_00185,user_00185@okbank,merchant_00659@upi,888.92,2026-03-08T11:32:00,DEV_00185_A,Chennai,0,2,981.74,-0.2352,11,0,0,1556,0.2047,0.2956,0.0434,0,purchase,normal,standard
TXN_20260308_0000556,user_01121,user_01121@okbank,merchant_01002@upi,1163.43,2026-03-08T12:38:00,DEV_01121_A,Bengaluru,0,4,1713.32,-0.7994,12,0,0,1798,0.0981,0.3261,0.1978,0,purchase,normal,standard
TXN_20260308_0001474,user_00868,user_00868@okbank,merchant_01547@upi,812.95,2026-03-08T12:51:00,DEV_00868_A,Delhi,0,13,641.54,0.7147,12,0,2,2075,0.4452,0.0594,0.314,0,bill_payment,normal,normal_edge_normal_velocity_burst_known_context
TXN_20260308_0002837,user_01392,user_01392@okbank,merchant_01056@upi,2122.03,2026-03-08T12:57:00,DEV_01392_A,Mumbai,0,2,2417.54,-0.4885,12,0,0,2948,0.2206,0.1867,0.0,0,purchase,normal,standard
TXN_20260308_0004838,user_00561,user_00561@okbank,merchant_01096@upi,2970.56,2026-03-08T12:59:00,DEV_00561_A,Ahmedabad,0,2,2575.59,0.3735,12,0,1,2104,0.0823,0.327,0.1158,0,transfer,normal,standard
TXN_20260308_0004666,user_00107,user_00107@okbank,merchant_00612@upi,1648.29,2026-03-08T13:55:00,DEV_00107_A,Pune,0,3,1537.92,0.1952,13,0,0,2573,0.0429,0.2635,0.0,0,bill_payment,normal,standard
TXN_20260308_0005331,user_00992,user_00992@okbank,merchant_01549@upi,684.63,2026-03-08T15:11:00,DEV_00992_A,Bengaluru,0,1,796.42,-0.5297,15,0,1,3506,0.0998,0.2804,0.0099,0,purchase,normal,standard
TXN_20260308_0001396,user_00300,user_00300@okbank,merchant_01048@upi,2589.94,2026-03-08T15:28:00,DEV_00300_A,Delhi,0,4,869.96,4.3964,15,0,0,1623,0.1229,0.3721,0.4658,0,transfer,normal,normal_edge_normal_high_amount_known_device
TXN_20260308_0000935,user_01388,user_01388@okbank,merchant_01226@upi,5145.38,2026-03-08T15:39:00,DEV_01388_A,Delhi,0,2,3020.8,1.4065,15,0,0,2813,0.341,0.1654,0.0869,0,purchase,normal,standard
TXN_20260308_0004055,user_00216,user_00216@okbank,merchant_01029@upi,594.44,2026-03-08T16:02:00,DEV_00216_A,Hyderabad,0,4,1536.16,-1.3689,16,0,0,1467,0.3248,0.1124,0.0966,0,transfer,normal,standard
TXN_20260308_0002194,user_00718,user_00718@okbank,merchant_00080@upi,1252.5,2026-03-08T16:06:00,DEV_00718_A,Kolkata,0,6,1009.82,0.9052,16,0,1,2221,0.1504,0.4814,0.1175,0,transfer,normal,standard
TXN_20260308_0004325,user_00632,user_00632@okbank,merchant_00495@upi,2131.64,2026-03-08T16:40:00,DEV_00632_A,Delhi,0,1,1871.6,0.6458,16,0,2,3547,0.2232,0.3577,0.1712,0,purchase,normal,standard
TXN_20260308_0003020,user_00980,user_00980@okbank,merchant_00299@upi,1637.45,2026-03-08T16:52:00,DEV_00980_A,Delhi,0,1,1774.2,-0.3327,16,0,1,1273,0.2579,0.4644,0.0,0,purchase,normal,standard
TXN_20260308_0000445,user_01363,user_01363@okbank,merchant_00426@upi,731.1,2026-03-08T16:59:00,DEV_01363_A,Ahmedabad,0,4,729.02,0.0105,16,0,1,3216,0.0,0.19,0.1741,0,purchase,normal,standard
TXN_20260308_0002319,user_00998,user_00998@okbank,merchant_01563@upi,451.45,2026-03-08T17:02:00,DEV_00998_A,Bengaluru,0,1,1098.76,-0.9952,17,0,1,2627,0.1283,0.2452,0.0783,0,recharge,normal,standard
TXN_20260308_0004590,user_00587,user_00587@okbank,merchant_00857@upi,1353.45,2026-03-08T17:04:00,DEV_00587_A,Ahmedabad,0,3,1162.96,0.3462,17,0,0,2364,0.1224,0.295,0.0017,0,transfer,normal,standard
TXN_20260308_0005847,user_00656,user_00656@okbank,merchant_01392@upi,8750.0,2026-03-08T17:09:00,DEV_FAIL_005847,Delhi,1,30,2043.9,5.8225,17,0,7,1071,0.6405,0.6199,0.9251,1,transfer,high_failed_attempts,fraud_severe
TXN_20260308_0005236,user_00035,user_00035@okbank,merchant_01100@upi,660.25,2026-03-08T17:29:00,DEV_00035_A,Ahmedabad,0,3,725.92,-0.2798,17,0,0,646,0.3183,0.3841,0.0691,0,transfer,normal,standard
TXN_20260308_0003801,user_00764,user_00764@okbank,merchant_00635@upi,613.55,2026-03-08T18:35:00,DEV_00764_A,Kolkata,0,1,498.12,0.5166,18,0,1,2301,0.2716,0.0687,0.0,0,purchase,normal,standard
TXN_20260308_0005028,user_01372,user_01372@okbank,merchant_01079@upi,6744.37,2026-03-08T19:01:00,DEV_01372_A,Chennai,0,6,3419.95,2.0101,19,0,0,1306,0.3335,0.3714,0.2099,0,purchase,normal,standard
TXN_20260308_0004275,user_01313,user_01313@okbank,merchant_01321@upi,2698.64,2026-03-08T19:13:00,DEV_01313_A,Hyderabad,0,3,1732.93,1.1387,19,0,3,1217,0.3379,0.3221,0.1153,0,purchase,normal,standard
TXN_20260308_0000617,user_00489,user_00489@okbank,merchant_00092@upi,744.18,2026-03-08T19:30:00,DEV_00489_A,Pune,0,2,871.1,-0.4031,19,0,0,2317,0.0768,0.072,0.0622,0,transfer,normal,standard
TXN_20260308_0000669,user_00727,user_00727@okbank,merchant_01283@upi,2047.72,2026-03-08T19:41:00,DEV_00727_A,Delhi,0,2,1511.94,1.5521,19,0,0,2580,0.1302,0.3628,0.1491,0,purchase,normal,standard
TXN_20260308_0005607,user_00982,user_00982@okbank,merchant_01098@upi,2606.02,2026-03-08T19:53:00,DEV_00982_A,Ahmedabad,0,1,3166.66,-0.7399,19,0,1,1541,0.1598,0.4304,0.0321,0,recharge,normal,standard
TXN_20260308_0004481,user_00566,user_00566@okbank,merchant_01541@upi,776.69,2026-03-08T20:03:00,DEV_00566_B,Pune,1,1,1029.64,-0.6613,20,0,1,3401,0.1428,0.3353,0.2259,0,purchase,normal,standard
TXN_20260308_0003615,user_01250,user_01250@okbank,merchant_00694@upi,1187.54,2026-03-08T20:35:00,DEV_01250_A,Hyderabad,0,2,1481.82,-0.3906,20,0,1,2178,0.1917,0.1492,0.0,0,transfer,normal,standard
TXN_20260308_0005411,user_01117,user_01117@okbank,merchant_00015@upi,1246.76,2026-03-08T21:03:00,DEV_01117_A,Hyderabad,0,2,1304.18,-0.0859,21,0,0,1886,0.1818,0.3312,0.0366,0,purchase,normal,standard
TXN_20260308_0004174,user_00099,user_00099@okbank,merchant_01568@upi,5354.91,2026-03-08T21:13:00,DEV_00099_A,Mumbai,0,8,1063.96,9.9882,21,0,2,2796,0.6659,0.4894,0.6142,1,transfer,large_amount_deviation,fraud_moderate
TXN_20260308_0001269,user_01371,user_01371@okbank,merchant_00187@upi,1026.3,2026-03-08T21:24:00,DEV_01371_A,Mumbai,0,5,1308.71,-0.5388,21,0,0,474,0.0247,0.3071,0.0728,0,purchase,normal,standard
TXN_20260308_0003972,user_00032,user_00032@okbank,merchant_00517@upi,3184.83,2026-03-08T22:25:00,DEV_00032_A,Pune,0,14,1190.38,4.0573,22,0,13,2010,0.6663,0.5171,0.7155,1,transfer,high_failed_attempts,fraud_moderate
TXN_20260309_0002440,user_00328,user_00328@okbank,urgent.kyc.verify.190@upi,8779.14,2026-03-09T00:44:00,DEV_ATTACK_002440,Mumbai,1,30,1124.67,17.0976,0,1,9,451,0.7784,0.6415,1.0,1,transfer,high_amount_new_device,fraud_severe
TXN_20260309_0001239,user_01144,user_01144@okbank,urgent.kyc.verify.239@upi,18080.51,2026-03-09T01:21:00,DEV_ATTACK_001239,Ahmedabad,1,13,2066.24,24.5663,1,1,5,751,0.7914,0.8409,0.9074,1,transfer,high_amount_new_device,fraud_severe
TXN_20260309_0000938,user_01232,user_01232@okbank,merchant_01300@upi,1950.62,2026-03-09T01:57:00,DEV_01232_A,Delhi,0,7,1633.46,0.4645,1,1,1,379,0.2146,0.1271,0.0785,0,bill_payment,normal,standard
TXN_20260309_0001505,user_01099,user_01099@okbank,merchant_00987@upi,2624.03,2026-03-09T02:38:00,DEV_01099_A,Kolkata,0,2,2736.56,-0.0873,2,1,1,2578,0.3135,0.1638,0.0356,0,recharge,normal,standard
TXN_20260309_0000006,user_01365,user_01365@okbank,urgent.kyc.verify.6@upi,6870.05,2026-03-09T04:47:00,DEV_ATTACK_000006,Kolkata,1,12,1580.82,12.6686,4,1,4,664,0.5886,0.5891,0.7879,1,transfer,high_amount_new_device,fraud_moderate
TXN_20260309_0003077,user_00831,user_00831@okbank,merchant_00706@upi,2131.84,2026-03-09T07:03:00,DEV_00831_A,Mumbai,0,2,1524.36,0.7224,7,0,0,2250,0.0988,0.2441,0.0,0,transfer,normal,standard
TXN_20260309_0003600,user_01365,user_01365@okbank,merchant_01504@upi,1645.05,2026-03-09T07:06:00,DEV_01365_A,Chennai,0,2,1524.1,0.2897,7,0,0,664,0.3774,0.4283,0.0,0,recharge,normal,standard
TXN_20260309_0005685,user_01170,user_01170@okbank,merchant_01750@upi,1800.29,2026-03-09T07:08:00,DEV_01170_A,Pune,0,3,641.66,4.5277,7,0,1,595,0.2155,0.1714,0.376,0,transfer,normal,normal_edge_normal_high_amount_known_device
TXN_20260309_0005353,user_00389,user_00389@okbank,merchant_00594@upi,1121.84,2026-03-09T07:08:00,DEV_00389_A,Kolkata,0,1,954.17,0.8127,7,0,2,2878,0.578,0.4283,0.0,0,purchase,normal,standard
TXN_20260309_0004034,user_01099,user_01099@okbank,merchant_01532@upi,9494.59,2026-03-09T07:27:00,DEV_DEV_004034,Ahmedabad,1,6,2835.58,5.1637,7,0,4,2578,0.7363,0.5231,0.7748,1,transfer,large_amount_deviation,fraud_moderate
TXN_20260309_0002748,user_01288,user_01288@okbank,mule.collector.28@upi,871.57,2026-03-09T08:11:00,DEV_01288_A,Delhi,0,10,460.79,1.5191,8,0,0,1269,0.9721,0.973,0.3035,1,transfer,suspicious_graph_connections,fraud_severe
TXN_20260309_0004471,user_00921,user_00921@okbank,merchant_00164@upi,1200.33,2026-03-09T08:29:00,DEV_00921_A,Hyderabad,0,3,824.06,1.18,8,0,0,2173,0.048,0.2198,0.0531,0,recharge,normal,standard
